user,item,rating
97.0,3516.0,1.0
14.0,372.0,5.0
70.0,2331.0,4.0
81.0,2534.0,5.0
27.0,2716.0,5.0
15.0,3634.0,1.0
49.0,941.0,4.0
53.0,3709.0,4.0
49.0,728.0,3.0
93.0,433.0,4.0
99.0,1628.0,4.0
21.0,2814.0,3.0
56.0,1482.0,5.0
59.0,3797.0,3.0
10.0,3594.0,4.0
5.0,2624.0,4.0
99.0,287.0,4.0
51.0,603.0,3.0
93.0,2651.0,5.0
0.0,3771.0,2.0
12.0,404.0,5.0
78.0,2181.0,4.0
75.0,591.0,4.0
33.0,3791.0,1.0
88.0,1032.0,2.0
5.0,2850.0,3.0
53.0,3651.0,4.0
98.0,2983.0,3.0
71.0,2478.0,5.0
59.0,407.0,2.0
68.0,1361.0,5.0
40.0,1717.0,5.0
35.0,3161.0,4.0
3.0,2694.0,3.0
26.0,2456.0,3.0
28.0,714.0,4.0
15.0,291.0,1.0
94.0,3315.0,2.0
46.0,3735.0,5.0
2.0,464.0,3.0
71.0,1295.0,4.0
16.0,1917.0,5.0
35.0,1723.0,4.0
23.0,898.0,2.0
34.0,3756.0,4.0
34.0,275.0,3.0
43.0,1513.0,5.0
27.0,610.0,4.0
97.0,3940.0,1.0
45.0,27.0,3.0
64.0,1458.0,3.0
22.0,2894.0,3.0
45.0,3471.0,4.0
97.0,432.0,1.0
81.0,3553.0,5.0
97.0,3425.0,1.0
14.0,970.0,4.0
44.0,755.0,4.0
98.0,231.0,3.0
76.0,2704.0,3.0
49.0,3448.0,3.0
12.0,1941.0,5.0
14.0,3456.0,4.0
35.0,2913.0,4.0
25.0,1410.0,4.0
69.0,3847.0,2.0
45.0,2669.0,4.0
98.0,1428.0,4.0
13.0,444.0,1.0
0.0,1275.0,3.0
48.0,1673.0,2.0
59.0,2009.0,1.0
0.0,3759.0,3.0
37.0,908.0,2.0
93.0,1153.0,4.0
96.0,3693.0,4.0
42.0,3246.0,4.0
3.0,1360.0,4.0
94.0,1573.0,1.0
0.0,2057.0,4.0
24.0,571.0,2.0
