user,item,rating
79.0,3259.0,2.0
22.0,3140.0,5.0
22.0,814.0,3.0
70.0,2473.0,5.0
99.0,2358.0,1.0
1.0,2792.0,3.0
53.0,2439.0,5.0
62.0,2690.0,2.0
31.0,174.0,5.0
54.0,3677.0,5.0
29.0,3790.0,2.0
61.0,1475.0,3.0
61.0,1137.0,4.0
70.0,880.0,4.0
90.0,1917.0,5.0
26.0,208.0,2.0
72.0,1114.0,1.0
72.0,1775.0,1.0
72.0,3826.0,2.0
17.0,1821.0,4.0
5.0,3811.0,1.0
66.0,516.0,5.0
54.0,2749.0,5.0
50.0,2408.0,2.0
23.0,1534.0,1.0
41.0,2539.0,1.0
42.0,1953.0,3.0
87.0,526.0,5.0
23.0,477.0,4.0
20.0,1622.0,4.0
35.0,1103.0,5.0
12.0,889.0,1.0
80.0,2335.0,5.0
86.0,2868.0,3.0
65.0,1156.0,3.0
88.0,3497.0,5.0
6.0,3695.0,3.0
4.0,2541.0,5.0
58.0,2930.0,4.0
38.0,3493.0,3.0
17.0,1116.0,1.0
14.0,3440.0,4.0
37.0,1826.0,1.0
78.0,3876.0,5.0
88.0,79.0,1.0
23.0,2206.0,1.0
20.0,3515.0,5.0
3.0,1770.0,3.0
35.0,253.0,4.0
28.0,673.0,5.0
58.0,3299.0,5.0
29.0,1028.0,4.0
87.0,3250.0,3.0
47.0,3283.0,1.0
40.0,3373.0,1.0
68.0,3127.0,4.0
82.0,3273.0,5.0
77.0,2375.0,4.0
21.0,614.0,5.0
62.0,161.0,1.0
58.0,421.0,2.0
72.0,2771.0,1.0
48.0,1818.0,2.0
95.0,520.0,5.0
83.0,549.0,3.0
97.0,2454.0,1.0
24.0,2504.0,1.0
3.0,1394.0,5.0
91.0,1689.0,2.0
41.0,2521.0,1.0
7.0,1607.0,5.0
8.0,2278.0,5.0
7.0,2522.0,1.0
70.0,1934.0,3.0
44.0,478.0,1.0
27.0,3579.0,4.0
76.0,3301.0,1.0
79.0,3042.0,1.0
48.0,2969.0,2.0
3.0,3114.0,4.0
70.0,740.0,5.0
18.0,3480.0,2.0
44.0,3793.0,1.0
81.0,99.0,5.0
