user,item,rating,demographic
205,494,4,0
934,405,4,0
636,557,4,0
931,783,3,0
290,121,5,0
123,448,4,0
748,160,5,0
483,620,5,0
846,750,5,0
987,791,1,0
188,787,5,0
407,527,5,0
788,337,5,0
509,65,5,0
954,776,5,0
654,480,4,0
764,663,3,0
172,22,5,0
81,191,5,0
571,116,5,0
223,601,4,0
819,35,3,0
514,144,4,0
68,303,3,0
24,35,4,0
684,789,5,0
624,18,5,0
329,683,4,0
360,160,5,0
35,420,3,0
906,638,3,0
125,742,5,0
405,244,5,0
317,581,5,0
689,221,5,0
703,500,3,0
959,25,5,0
425,34,4,0
704,31,4,0
596,148,4,0
492,670,2,0
492,12,3,0
366,28,5,0
601,640,3,0
651,158,3,0
665,70,3,0
456,790,4,0
458,770,5,0
500,524,2,0
510,752,4,0
444,763,5,0
294,441,3,0
215,338,2,0
770,481,5,0
24,328,4,0
24,35,3,0
67,186,5,0
962,300,5,0
303,568,4,0
483,121,5,0
913,424,2,0
982,650,3,0
949,417,4,0
215,769,4,0
549,81,4,0
926,538,3,0
250,282,5,0
678,616,4,0
511,395,3,0
863,100,5,0
604,335,2,0
444,462,5,0
404,390,4,0
877,713,3,0
242,50,3,0
637,328,4,0
852,321,5,0
749,464,3,0
947,767,4,0
254,288,5,0
578,568,4,0
789,29,4,0
946,1,4,0
328,698,4,0
334,778,2,0
730,758,5,0
908,692,5,0
512,499,3,0
814,325,3,0
29,625,4,0
363,78,3,0
767,191,5,0
895,706,2,0
389,176,4,0
455,629,5,0
955,401,5,0
629,156,3,0
701,473,3,0
262,499,5,0
668,469,5,0
925,49,4,0
209,739,5,0
653,378,4,0
234,347,5,0
2,9,4,0
859,28,4,0
648,371,4,0
851,376,5,0
8,158,3,0
858,21,5,0
508,363,4,0
67,298,5,0
761,139,3,0
83,788,2,0
752,257,3,0
195,102,5,0
504,534,5,0
871,247,3,0
679,347,5,0
48,264,2,0
2,74,5,0
964,405,3,0
713,390,4,0
69,379,5,0
331,519,3,0
565,86,4,0
61,678,4,0
516,376,3,0
856,540,5,0
263,233,5,0
59,668,5,0
800,395,4,0
172,13,5,0
543,501,5,0
59,147,5,0
270,27,4,0
313,586,3,0
230,487,4,0
553,383,4,0
842,573,4,0
476,276,5,0
759,17,4,0
19,278,5,0
484,114,4,0
344,437,4,0
524,699,4,0
332,734,4,0
598,708,5,0
70,636,4,0
27,515,4,0
128,612,5,0
954,336,5,0
264,263,4,0
319,248,4,0
950,443,4,0
173,113,5,0
108,530,4,0
133,222,5,0
170,262,3,0
362,402,3,0
721,703,5,0
365,372,3,0
241,5,4,0
935,86,5,0
885,693,5,0
62,272,5,0
452,280,5,0
85,736,5,0
717,562,5,0
626,542,4,0
610,78,4,0
484,605,4,0
210,618,4,0
350,652,4,0
263,233,4,0
256,756,4,0
431,706,3,0
702,187,4,0
932,253,3,0
835,539,4,0
498,78,5,0
678,443,4,0
731,736,5,0
340,675,5,0
693,210,5,0
50,586,3,0
146,196,4,0
110,321,5,0
330,139,4,0
107,5,4,0
296,183,5,0
346,755,4,0
820,149,5,0
64,701,4,0
47,761,5,0
781,230,2,0
759,356,4,0
635,604,5,0
490,409,4,0
