user,item,rating,demographic
203,115,3,0
1484,107,3,0
150,588,4,0
76,371,4,0
1335,630,3,0
242,427,3,0
106,586,3,0
741,392,3,0
737,368,4,0
223,597,4,0
401,280,3,0
132,611,5,0
1208,548,4,0
395,84,3,0
385,186,4,0
1132,755,3,0
558,211,5,0
1452,272,5,0
1171,789,4,0
1212,386,4,0
634,111,4,0
395,73,4,0
916,393,5,0
1284,441,5,0
870,691,5,0
699,564,5,0
452,295,4,0
244,550,4,0
1363,49,4,0
1221,134,4,0
1130,132,5,0
1064,712,3,0
691,61,4,0
1305,444,3,0
1280,515,3,0
1412,75,4,0
1119,402,2,0
848,593,4,0
1063,47,1,0
1232,737,3,0
467,496,3,0
1528,127,4,0
1483,109,4,0
1153,646,5,0
877,99,3,0
593,641,4,0
868,744,5,0
775,744,4,0
633,24,5,0
1201,556,3,0
519,9,3,0
373,66,4,0
372,337,3,0
767,646,5,0
260,127,4,0
267,158,5,0
737,775,4,0
758,702,4,0
1080,90,3,0
1522,409,3,0
344,346,4,0
1226,280,4,0
883,607,3,0
595,76,5,0
1160,102,5,0
1580,337,4,0
1455,618,4,0
591,242,4,0
487,545,3,0
524,244,5,0
569,344,3,0
1070,212,3,0
466,202,5,0
936,275,5,0
443,351,3,0
797,329,4,0
725,191,3,0
99,562,3,0
1080,667,4,0
252,307,5,0
625,55,4,0
267,138,5,0
340,219,4,0
347,597,4,0
483,265,4,0
1068,749,4,0
124,59,3,0
395,732,3,0
784,605,4,0
527,138,5,0
844,668,5,0
1312,390,3,0
256,247,2,0
572,368,4,0
765,289,5,0
762,377,3,0
25,59,3,0
213,265,4,0
604,317,5,0
1158,498,5,0
694,213,3,0
79,757,4,0
624,740,5,0
37,674,4,0
831,557,5,0
1125,550,4,0
1531,559,4,0
1453,389,4,0
1487,493,4,0
229,677,5,0
499,548,4,0
519,340,4,0
1533,589,3,0
540,406,4,0
1085,654,4,0
947,515,4,0
1263,102,4,0
1590,464,4,0
528,677,5,0
908,420,3,0
346,172,4,0
1383,496,3,0
916,452,3,0
708,426,4,0
1452,24,5,0
413,94,5,0
952,669,5,0
652,597,5,0
1268,205,4,0
982,201,5,0
844,605,4,0
250,370,4,0
1051,531,4,0
1182,124,4,0
263,351,4,0
1020,182,5,0
1162,407,4,0
544,223,3,0
1554,79,4,0
1418,7,4,0
1105,782,4,0
1088,36,4,0
1227,176,5,0
455,211,5,0
368,665,5,0
1584,688,4,0
1185,326,4,0
334,618,3,0
1529,686,4,0
1562,12,5,0
1506,652,5,0
1550,436,5,0
618,164,4,0
609,405,4,0
757,25,3,0
1086,416,5,0
1333,602,5,0
1304,449,4,0
1569,711,5,0
1358,197,4,0
406,179,5,0
842,272,5,0
1175,57,5,0
406,636,4,0
339,81,5,0
827,86,5,0
1033,52,5,0
248,11,5,0
255,383,5,0
1427,248,5,0
648,115,5,0
925,197,5,0
1043,679,5,0
327,470,5,0
720,26,3,0
887,747,3,0
269,461,4,0
392,127,4,0
752,364,3,0
718,86,5,0
1255,447,2,0
329,164,3,0
161,260,5,0
631,248,5,0
1099,635,4,0
539,282,2,0
314,634,5,0
624,193,5,0
280,368,4,0
940,425,3,0
608,117,5,0
1256,443,4,0
977,513,4,0
1524,92,4,0
67,317,5,0
79,769,4,0
1392,228,4,0
79,443,5,0
1234,753,5,0
762,38,3,0
5,775,4,0
217,91,5,0
1592,771,4,0
203,0,3,0
1109,134,4,0
468,77,3,0
1175,57,4,0
347,644,4,0
1357,570,4,0
540,1,5,0
243,454,4,0
9,628,4,0
422,774,5,0
1513,237,5,0
382,516,3,0
735,792,5,0
1053,286,5,0
1227,494,5,0
378,221,4,0
1185,688,3,0
773,149,4,0
422,487,5,0
1214,263,4,0
801,695,2,0
502,753,5,0
197,382,2,0
735,740,5,0
1485,711,4,0
727,356,5,0
489,625,5,0
992,477,5,0
1117,737,5,0
747,559,5,0
597,192,5,0
1197,574,4,0
1013,508,4,0
1111,275,4,0
711,71,3,0
17,740,4,0
990,532,4,0
1086,602,5,0
670,117,5,0
689,242,3,0
1195,545,2,0
1239,692,5,0
416,96,3,0
429,591,4,0
1159,668,5,0
858,217,4,0
589,60,3,0
318,554,5,0
723,315,5,0
513,527,3,0
1439,203,5,0
1312,429,4,0
9,344,4,0
1395,442,5,0
224,636,4,0
1333,580,5,0
457,38,5,0
363,375,4,0
280,125,4,0
1206,40,3,0
263,788,4,0
770,379,5,0
1243,7,4,0
635,346,4,0
499,669,5,0
496,380,4,0
363,313,3,0
984,520,3,0
844,303,5,0
1592,326,4,0
202,229,5,0
1087,283,4,0
1297,434,5,0
1365,156,3,0
966,563,3,0
827,361,5,0
1101,580,5,0
1265,51,5,0
1467,484,3,0
840,161,5,0
692,283,4,0
660,73,4,0
960,125,4,0
1375,543,5,0
235,39,4,0
1130,598,5,0
791,451,3,0
168,382,3,0
721,528,3,0
197,623,3,0
1415,568,4,0
216,230,3,0
670,655,4,0
1177,5,3,0
945,778,5,0
431,210,4,0
852,796,5,0
1351,16,5,0
1291,484,4,0
878,698,3,0
1053,549,5,0
277,416,5,0
1507,8,5,0
25,475,3,0
466,546,5,0
1232,39,3,0
497,713,4,0
1584,631,4,0
183,630,3,0
138,710,5,0
1290,284,4,0
750,402,2,0
1075,93,4,0
1016,473,4,0
142,62,5,0
752,639,2,0
1174,585,2,0
1217,766,5,0
1316,779,5,0
1221,589,5,0
1265,267,4,0
258,699,5,0
280,366,4,0
1443,108,5,0
1025,317,5,0
1580,121,4,0
1322,505,5,0
771,774,5,0
70,98,4,0
509,599,4,0
507,207,4,0
1232,731,3,0
749,643,3,0
1012,244,5,0
1022,47,4,0
1425,448,3,0
410,547,5,0
787,608,4,0
1371,233,4,0
300,86,5,0
1151,630,3,0
626,724,2,0
153,543,5,0
1252,414,5,0
613,392,4,0
665,719,4,0
315,52,4,0
259,213,4,0
804,612,5,0
496,639,3,0
17,641,4,0
528,16,5,0
364,130,5,0
628,165,5,0
165,740,5,0
773,766,4,0
633,324,4,0
535,251,5,0
329,189,3,0
501,107,3,0
190,351,4,0
51,285,5,0
312,629,4,0
482,642,4,0
1093,656,5,0
1593,456,5,0
889,2,5,0
1151,620,3,0
1388,599,4,0
981,475,3,0
436,680,5,0
506,541,5,0
78,509,4,0
36,39,4,0
164,425,5,0
262,706,5,0
1001,125,3,0
1332,470,5,0
1,570,4,0
341,740,5,0
1088,593,5,0
63,764,5,0
164,295,5,0
334,153,3,0
410,693,5,0
1322,569,5,0
1332,177,5,0
231,328,5,0
344,263,4,0
758,427,4,0
1100,277,4,0
1509,530,3,0
884,521,4,0
27,751,5,0
961,133,4,0
168,695,3,0
1283,794,3,0
996,534,5,0
1424,536,3,0
869,244,5,0
259,548,4,0
786,286,3,0
796,406,5,0
1550,159,5,0
1218,436,5,0
1340,447,1,0
812,462,4,0
365,1,5,0
237,285,4,0
1130,760,5,0
1003,100,5,0
1216,330,5,0
1103,505,5,0
748,700,4,0
797,430,5,0
512,296,5,0
1154,480,3,0
336,7,4,0
661,178,4,0
1085,120,5,0
40,611,4,0
126,53,3,0
644,90,3,0
1500,95,2,0
282,381,4,0
152,715,4,0
131,783,5,0
521,413,4,0
600,541,5,0
260,331,5,0
376,378,4,0
151,617,5,0
722,220,5,0
1234,525,4,0
398,130,5,0
1126,711,5,0
871,420,5,0
200,125,4,0
1588,638,5,0
1061,87,5,0
273,537,5,0
991,352,4,0
4,423,5,0
1515,89,5,0
646,137,4,0
706,492,3,0
1328,187,5,0
67,569,4,0
1020,320,4,0
621,470,5,0
1304,757,4,0
936,152,5,0
1524,487,4,0
97,638,5,0
1527,266,5,0
314,432,5,0
193,561,5,0
1469,342,5,0
440,0,5,0
20,244,4,0
834,688,3,0
1331,500,4,0
587,788,4,0
122,130,5,0
413,176,5,0
303,780,4,0
762,624,4,0
1218,764,5,0
406,551,4,0
1073,343,5,0
68,265,4,0
342,115,4,0
824,267,5,0
668,195,3,0
1272,84,3,0
1017,782,3,0
1443,42,5,0
381,789,3,0
262,346,5,0
124,480,3,0
31,572,5,0
1252,196,5,0
1128,254,2,0
217,14,5,0
1224,181,4,0
1279,688,4,0
95,425,5,0
636,351,4,0
1571,306,5,0
1347,748,4,0
395,703,4,0
859,215,2,0
818,790,5,0
1594,139,3,0
1058,732,3,0
1498,210,5,0
78,121,3,0
570,505,5,0
1003,704,4,0
731,775,3,0
396,758,4,0
1458,499,4,0
1071,745,4,0
31,534,4,0
261,743,2,0
1472,517,5,0
1311,339,5,0
419,591,3,0
319,622,5,0
706,337,3,0
1381,165,4,0
2,539,5,0
1251,739,2,0
1117,433,5,0
1299,559,5,0
1424,19,3,0
420,321,3,0
1380,342,5,0
161,196,5,0
29,6,4,0
1312,461,4,0
1364,582,2,0
1491,324,4,0
781,117,5,0
1496,224,5,0
1518,618,4,0
1564,469,3,0
1196,78,4,0
353,253,3,0
367,616,4,0
459,133,5,0
1126,211,5,0
1100,575,4,0
409,212,5,0
919,376,5,0
671,127,3,0
8,39,4,0
17,407,4,0
563,612,5,0
603,659,5,0
833,109,4,0
445,674,4,0
1126,640,5,0
691,611,5,0
516,115,5,0
1566,466,4,0
1561,173,5,0
1467,484,4,0
1243,775,4,0
905,274,3,0
241,449,5,0
482,721,5,0
1280,528,3,0
395,49,3,0
1329,419,5,0
1456,287,3,0
303,601,3,0
1558,546,5,0
343,631,3,0
342,770,4,0
573,27,5,0
428,582,4,0
579,776,4,0
402,203,5,0
1008,579,5,0
874,380,4,0
31,671,5,0
248,487,4,0
1333,415,5,0
631,329,5,0
770,750,5,0
797,433,4,0
1458,286,4,0
1123,734,4,0
1305,325,3,0
1505,77,4,0
405,291,5,0
319,257,4,0
1005,213,4,0
1449,210,4,0
341,561,5,0
1229,62,5,0
322,174,4,0
1152,108,5,0
1122,503,4,0
314,431,5,0
7,97,3,0
413,456,5,0
997,8,4,0
1452,317,5,0
485,741,4,0
51,774,5,0
876,194,4,0
483,518,4,0
735,373,4,0
159,149,3,0
1445,23,3,0
383,593,5,0
995,719,5,0
818,744,4,0
384,355,3,0
515,384,5,0
546,161,4,0
1115,438,4,0
700,25,4,0
349,650,2,0
1009,190,5,0
1203,638,5,0
737,300,4,0
14,680,4,0
160,288,5,0
1590,280,4,0
1182,660,4,0
713,703,3,0
153,270,5,0
193,450,4,0
1354,295,5,0
719,64,4,0
1147,286,5,0
644,480,3,0
1163,589,4,0
607,36,4,0
975,595,1,0
344,735,4,0
1129,161,5,0
687,536,4,0
1218,672,5,0
171,592,2,0
229,669,5,0
1582,745,5,0
115,420,3,0
161,642,5,0
1518,618,5,0
162,194,4,0
487,393,3,0
1586,668,4,0
1116,57,5,0
501,19,3,0
623,149,4,0
921,130,5,0
514,601,5,0
1516,291,5,0
1018,17,3,0
91,219,3,0
886,655,5,0
772,491,5,0
