user,item,rating
57.0,900.0,3.0
25.0,156.0,4.0
16.0,1325.0,4.0
67.0,2069.0,3.0
81.0,2534.0,3.0
58.0,3892.0,3.0
34.0,1850.0,2.0
55.0,2012.0,5.0
41.0,3365.0,4.0
0.0,1973.0,5.0
84.0,131.0,4.0
27.0,1214.0,5.0
30.0,1818.0,2.0
69.0,3255.0,5.0
25.0,1884.0,4.0
60.0,1487.0,2.0
50.0,2308.0,2.0
18.0,2370.0,3.0
35.0,1773.0,1.0
71.0,3356.0,4.0
4.0,1173.0,3.0
27.0,1813.0,5.0
49.0,1797.0,3.0
1.0,3051.0,1.0
41.0,2467.0,4.0
19.0,3982.0,2.0
97.0,2283.0,3.0
99.0,1280.0,4.0
3.0,2969.0,3.0
84.0,3817.0,5.0
11.0,65.0,4.0
80.0,3168.0,4.0
87.0,11.0,3.0
27.0,693.0,5.0
59.0,2096.0,4.0
75.0,1143.0,5.0
4.0,393.0,3.0
59.0,1284.0,4.0
66.0,917.0,3.0
81.0,3851.0,2.0
59.0,1892.0,4.0
44.0,922.0,4.0
29.0,2468.0,4.0
18.0,2777.0,2.0
60.0,3501.0,2.0
37.0,3099.0,3.0
54.0,1108.0,4.0
60.0,2095.0,2.0
83.0,2996.0,3.0
22.0,1798.0,3.0
14.0,2865.0,4.0
5.0,3770.0,3.0
4.0,585.0,3.0
52.0,2981.0,4.0
34.0,3362.0,2.0
46.0,3018.0,3.0
76.0,862.0,4.0
46.0,2869.0,5.0
91.0,221.0,3.0
16.0,587.0,4.0
66.0,3110.0,3.0
10.0,167.0,3.0
88.0,1298.0,3.0
57.0,569.0,5.0
40.0,1149.0,5.0
42.0,69.0,3.0
59.0,3925.0,4.0
91.0,254.0,3.0
34.0,3896.0,4.0
36.0,1765.0,2.0
71.0,3205.0,5.0
46.0,3063.0,4.0
98.0,2268.0,3.0
66.0,3167.0,4.0
15.0,437.0,3.0
86.0,288.0,4.0
68.0,584.0,3.0
74.0,2012.0,5.0
38.0,3832.0,3.0
31.0,3750.0,2.0
32.0,3749.0,2.0
37.0,1577.0,3.0
12.0,1646.0,3.0
98.0,898.0,3.0
74.0,1323.0,5.0
52.0,2951.0,4.0
27.0,2763.0,5.0
96.0,1808.0,4.0
98.0,3581.0,4.0
23.0,2100.0,3.0
23.0,1043.0,3.0
78.0,2903.0,2.0
29.0,2977.0,5.0
68.0,1698.0,3.0
28.0,1846.0,3.0
20.0,3086.0,4.0
93.0,1055.0,3.0
3.0,122.0,3.0
23.0,1238.0,4.0
1.0,3739.0,3.0
68.0,1406.0,3.0
36.0,3004.0,2.0
91.0,138.0,4.0
85.0,2791.0,4.0
81.0,1452.0,3.0
90.0,2148.0,4.0
40.0,971.0,3.0
3.0,1870.0,3.0
91.0,3441.0,5.0
52.0,1496.0,2.0
16.0,2481.0,2.0
53.0,81.0,5.0
68.0,2861.0,3.0
11.0,2947.0,3.0
83.0,3963.0,5.0
49.0,3435.0,3.0
21.0,3359.0,5.0
2.0,3463.0,4.0
12.0,1544.0,3.0
50.0,984.0,2.0
43.0,393.0,4.0
55.0,1812.0,5.0
67.0,990.0,4.0
73.0,2670.0,4.0
10.0,629.0,4.0
28.0,3468.0,1.0
38.0,1813.0,4.0
42.0,3499.0,2.0
27.0,1424.0,5.0
23.0,1232.0,5.0
57.0,2183.0,4.0
42.0,2146.0,3.0
91.0,614.0,5.0
8.0,787.0,5.0
16.0,3235.0,3.0
89.0,1355.0,3.0
1.0,2581.0,2.0
84.0,1674.0,4.0
30.0,778.0,3.0
61.0,3010.0,4.0
66.0,3877.0,4.0
51.0,1566.0,3.0
74.0,2707.0,5.0
38.0,229.0,5.0
88.0,1288.0,4.0
17.0,553.0,3.0
81.0,3709.0,3.0
64.0,766.0,3.0
28.0,2876.0,3.0
70.0,735.0,4.0
44.0,1631.0,3.0
21.0,1121.0,4.0
15.0,1796.0,3.0
29.0,1194.0,4.0
66.0,921.0,5.0
32.0,1991.0,3.0
24.0,3543.0,2.0
42.0,360.0,3.0
8.0,425.0,3.0
52.0,3802.0,5.0
44.0,1506.0,3.0
5.0,1622.0,2.0
3.0,2425.0,3.0
97.0,2435.0,3.0
82.0,237.0,4.0
19.0,2340.0,3.0
57.0,1675.0,4.0
51.0,3311.0,5.0
38.0,1460.0,3.0
79.0,3660.0,3.0
1.0,3258.0,3.0
83.0,2751.0,4.0
70.0,2016.0,4.0
58.0,2966.0,2.0
94.0,1049.0,2.0
83.0,3128.0,3.0
91.0,1785.0,4.0
45.0,3369.0,3.0
1.0,2756.0,4.0
98.0,431.0,3.0
70.0,1977.0,5.0
16.0,1887.0,2.0
8.0,3292.0,3.0
47.0,567.0,2.0
13.0,3071.0,2.0
42.0,2630.0,3.0
39.0,3497.0,3.0
84.0,2188.0,5.0
81.0,2387.0,4.0
5.0,1826.0,2.0
48.0,1270.0,4.0
71.0,1221.0,4.0
98.0,3592.0,4.0
88.0,3192.0,2.0
77.0,1393.0,3.0
88.0,2785.0,4.0
16.0,1536.0,3.0
12.0,1192.0,4.0
23.0,294.0,3.0
25.0,747.0,3.0
85.0,60.0,5.0
91.0,2010.0,3.0
51.0,1409.0,5.0
33.0,1091.0,3.0
37.0,293.0,3.0
75.0,418.0,5.0
0.0,3476.0,3.0
24.0,3638.0,3.0
46.0,2219.0,4.0
49.0,887.0,3.0
42.0,3245.0,3.0
12.0,1394.0,3.0
86.0,296.0,4.0
47.0,3659.0,2.0
87.0,1668.0,4.0
55.0,1427.0,5.0
54.0,1863.0,5.0
77.0,2066.0,3.0
68.0,1803.0,2.0
11.0,2435.0,3.0
81.0,944.0,2.0
14.0,2055.0,4.0
55.0,668.0,5.0
69.0,856.0,4.0
73.0,3172.0,4.0
80.0,988.0,4.0
27.0,382.0,5.0
32.0,2118.0,2.0
81.0,3982.0,2.0
36.0,1818.0,3.0
41.0,1082.0,4.0
54.0,366.0,4.0
40.0,1469.0,4.0
34.0,1447.0,4.0
8.0,2171.0,4.0
12.0,397.0,4.0
18.0,1752.0,3.0
96.0,1190.0,3.0
71.0,207.0,5.0
10.0,1098.0,3.0
43.0,564.0,4.0
90.0,337.0,3.0
21.0,2075.0,3.0
31.0,1267.0,4.0
81.0,845.0,3.0
17.0,658.0,2.0
94.0,3498.0,2.0
88.0,1912.0,3.0
29.0,1330.0,4.0
57.0,513.0,5.0
71.0,133.0,4.0
77.0,2228.0,3.0
75.0,1524.0,4.0
4.0,1273.0,2.0
3.0,1820.0,2.0
8.0,3742.0,4.0
25.0,453.0,4.0
61.0,1280.0,4.0
25.0,927.0,4.0
12.0,442.0,4.0
68.0,2705.0,3.0
74.0,3758.0,5.0
16.0,2673.0,2.0
15.0,3504.0,4.0
16.0,398.0,2.0
27.0,447.0,3.0
38.0,1462.0,3.0
46.0,1445.0,3.0
6.0,3739.0,2.0
30.0,2950.0,4.0
34.0,3636.0,3.0
7.0,339.0,5.0
4.0,2803.0,3.0
60.0,500.0,3.0
96.0,1870.0,3.0
25.0,2510.0,4.0
38.0,2162.0,3.0
27.0,3680.0,3.0
89.0,2973.0,3.0
82.0,3800.0,3.0
97.0,2210.0,3.0
16.0,426.0,2.0
77.0,330.0,3.0
2.0,3288.0,4.0
75.0,1048.0,4.0
74.0,2147.0,4.0
63.0,182.0,2.0
53.0,2748.0,5.0
14.0,3801.0,4.0
38.0,876.0,3.0
15.0,1027.0,3.0
34.0,2307.0,2.0
0.0,302.0,5.0
62.0,1147.0,5.0
54.0,1559.0,3.0
55.0,137.0,4.0
64.0,2496.0,5.0
66.0,282.0,2.0
34.0,3107.0,2.0
27.0,3343.0,5.0
90.0,1554.0,3.0
74.0,2649.0,5.0
85.0,8.0,5.0
81.0,833.0,3.0
64.0,2175.0,5.0
59.0,1612.0,3.0
87.0,1543.0,5.0
71.0,2267.0,4.0
89.0,3323.0,4.0
47.0,2280.0,3.0
34.0,408.0,2.0
22.0,2782.0,3.0
19.0,3979.0,5.0
51.0,633.0,4.0
80.0,3589.0,2.0
97.0,2270.0,1.0
98.0,1193.0,3.0
44.0,227.0,3.0
27.0,3841.0,3.0
81.0,3631.0,2.0
5.0,1031.0,3.0
25.0,2521.0,3.0
33.0,2197.0,3.0
8.0,3575.0,3.0
69.0,1098.0,3.0
6.0,3867.0,2.0
58.0,3108.0,2.0
73.0,2819.0,5.0
40.0,2394.0,4.0
82.0,2475.0,4.0
12.0,1719.0,2.0
14.0,2347.0,4.0
10.0,1935.0,3.0
16.0,984.0,2.0
0.0,883.0,5.0
27.0,3300.0,5.0
55.0,2755.0,4.0
76.0,466.0,4.0
98.0,147.0,4.0
69.0,2888.0,3.0
2.0,3918.0,4.0
75.0,1858.0,4.0
53.0,3457.0,5.0
2.0,3695.0,4.0
19.0,1420.0,4.0
24.0,727.0,3.0
8.0,491.0,4.0
53.0,929.0,4.0
29.0,1346.0,4.0
78.0,1022.0,3.0
4.0,2964.0,3.0
38.0,2910.0,3.0
6.0,2561.0,3.0
70.0,3715.0,5.0
27.0,791.0,4.0
7.0,3252.0,5.0
25.0,85.0,4.0
19.0,2112.0,3.0
70.0,614.0,4.0
25.0,3918.0,4.0
15.0,1103.0,3.0
63.0,3136.0,2.0
61.0,1474.0,4.0
27.0,747.0,3.0
85.0,1562.0,4.0
61.0,2168.0,4.0
53.0,2106.0,4.0
23.0,105.0,4.0
20.0,412.0,3.0
0.0,3186.0,5.0
92.0,2866.0,2.0
76.0,2702.0,4.0
23.0,3412.0,4.0
85.0,780.0,5.0
71.0,3864.0,4.0
74.0,3745.0,5.0
48.0,1322.0,3.0
55.0,3467.0,5.0
89.0,2081.0,3.0
78.0,2159.0,2.0
48.0,19.0,4.0
59.0,1892.0,3.0
26.0,699.0,2.0
43.0,3824.0,4.0
3.0,2265.0,3.0
53.0,1448.0,3.0
68.0,3368.0,3.0
25.0,2228.0,4.0
14.0,2606.0,3.0
95.0,1350.0,3.0
25.0,3177.0,4.0
21.0,182.0,3.0
37.0,322.0,5.0
8.0,1265.0,3.0
25.0,264.0,4.0
49.0,3682.0,2.0
72.0,3371.0,2.0
34.0,1969.0,3.0
3.0,3435.0,2.0
39.0,494.0,4.0
59.0,1769.0,3.0
12.0,492.0,3.0
6.0,2933.0,2.0
72.0,2161.0,3.0
84.0,3115.0,5.0
4.0,305.0,3.0
26.0,1304.0,3.0
71.0,1042.0,5.0
97.0,3962.0,3.0
27.0,3456.0,4.0
27.0,3686.0,5.0
37.0,1785.0,3.0
19.0,1584.0,2.0
4.0,2400.0,3.0
2.0,912.0,3.0
2.0,2426.0,4.0
77.0,1490.0,4.0
59.0,3787.0,4.0
38.0,1120.0,4.0
60.0,582.0,2.0
69.0,2794.0,5.0
47.0,482.0,3.0
92.0,1382.0,2.0
80.0,2728.0,4.0
6.0,1695.0,3.0
53.0,1280.0,5.0
88.0,2050.0,4.0
62.0,2085.0,5.0
67.0,3123.0,3.0
30.0,2814.0,5.0
14.0,2272.0,4.0
2.0,1409.0,4.0
73.0,2482.0,3.0
82.0,3189.0,3.0
77.0,1375.0,3.0
11.0,2336.0,3.0
50.0,1536.0,3.0
29.0,138.0,4.0
0.0,3303.0,5.0
22.0,1036.0,4.0
77.0,627.0,3.0
77.0,1737.0,3.0
40.0,839.0,4.0
59.0,564.0,3.0
25.0,3904.0,4.0
89.0,2789.0,5.0
62.0,2167.0,4.0
66.0,2711.0,3.0
67.0,1696.0,1.0
99.0,3664.0,3.0
25.0,2749.0,3.0
90.0,113.0,4.0
23.0,137.0,4.0
26.0,3286.0,3.0
78.0,3793.0,1.0
2.0,2640.0,4.0
14.0,2741.0,4.0
53.0,13.0,4.0
86.0,3938.0,3.0
53.0,1614.0,5.0
15.0,2906.0,3.0
59.0,950.0,5.0
37.0,1207.0,2.0
36.0,2747.0,2.0
1.0,865.0,2.0
75.0,2539.0,4.0
2.0,1513.0,3.0
25.0,646.0,4.0
31.0,3808.0,4.0
83.0,3885.0,3.0
82.0,1580.0,3.0
43.0,3094.0,5.0
77.0,2962.0,3.0
24.0,3835.0,3.0
32.0,2645.0,2.0
55.0,792.0,4.0
14.0,2929.0,3.0
78.0,2758.0,2.0
70.0,2418.0,4.0
17.0,2662.0,2.0
96.0,1498.0,2.0
14.0,3748.0,5.0
42.0,3848.0,3.0
88.0,2555.0,3.0
75.0,900.0,4.0
29.0,84.0,5.0
97.0,1676.0,3.0
72.0,907.0,2.0
75.0,298.0,3.0
48.0,773.0,3.0
62.0,1301.0,3.0
15.0,2002.0,4.0
42.0,1682.0,3.0
0.0,2433.0,5.0
86.0,2181.0,5.0
33.0,286.0,3.0
29.0,1625.0,5.0
98.0,2264.0,3.0
62.0,3683.0,4.0
68.0,1529.0,3.0
51.0,2373.0,3.0
23.0,1435.0,4.0
36.0,3742.0,3.0
55.0,1846.0,5.0
88.0,306.0,4.0
20.0,3952.0,3.0
3.0,65.0,3.0
58.0,1774.0,3.0
69.0,317.0,4.0
49.0,2051.0,3.0
46.0,87.0,5.0
2.0,1664.0,4.0
40.0,3145.0,3.0
80.0,1654.0,3.0
23.0,3215.0,4.0
80.0,997.0,4.0
30.0,2826.0,5.0
29.0,542.0,4.0
98.0,1850.0,3.0
