user,item,rating,demographic
3,420,1,0
245,20,5,0
78,432,2,0
242,690,2,0
12,630,5,0
61,29,5,0
321,689,5,0
209,262,3,0
387,272,5,0
382,142,1,0
194,432,4,0
268,694,3,0
207,298,3,0
254,418,5,0
277,421,5,0
391,652,1,0
18,75,5,0
307,780,3,0
216,2,5,0
111,488,4,0
137,576,5,0
166,439,4,0
383,725,1,0
383,156,1,0
346,264,3,0
332,192,5,0
108,54,1,0
115,233,5,0
394,6,5,0
221,182,1,0
157,97,5,0
373,523,5,0
96,738,1,0
195,553,5,0
209,731,5,0
249,152,3,0
373,87,5,0
231,599,3,0
92,390,1,0
356,519,5,0
82,463,5,0
64,326,1,0
95,63,3,0
12,643,5,0
352,330,5,0
381,156,2,0
79,771,5,0
109,289,4,0
17,380,5,0
396,442,1,0
245,219,5,0
39,320,1,0
175,80,5,0
314,583,1,0
377,661,5,0
107,391,1,0
56,157,1,0
9,757,5,0
48,222,5,0
27,344,5,0
9,474,5,0
26,486,5,0
127,460,1,0
300,495,3,0
151,431,1,0
279,540,5,0
1,130,5,0
278,6,5,0
356,495,4,0
234,603,5,0
114,169,2,0
2,157,1,0
216,793,2,0
299,492,5,0
215,47,5,0
29,630,5,0
81,267,5,0
76,147,5,0
259,298,5,0
149,98,5,0
69,785,5,0
257,260,5,0
168,97,5,0
65,179,3,0
286,373,5,0
99,297,5,0
173,115,5,0
248,775,1,0
5,538,5,0
133,372,5,0
274,703,1,0
274,409,1,0
321,400,5,0
167,284,5,0
3,748,1,0
274,748,1,0
373,284,5,0
78,205,2,0
385,577,1,0
302,284,5,0
149,0,5,0
339,243,1,0
298,43,2,0
385,722,1,0
55,627,5,0
136,434,1,0
118,706,5,0
17,681,5,0
76,251,5,0
89,559,5,0
275,229,5,0
288,754,5,0
27,252,5,0
372,70,2,0
332,672,5,0
0,359,5,0
240,572,5,0
335,663,5,0
287,552,5,0
245,622,5,0
301,177,4,0
327,222,5,0
224,72,5,0
175,282,5,0
358,483,5,0
214,526,5,0
89,385,3,0
18,471,5,0
55,225,5,0
0,680,5,0
210,233,5,0
306,383,1,0
272,421,5,0
200,690,4,0
134,483,5,0
215,717,5,0
216,63,4,0
185,395,2,0
88,383,1,0
27,290,5,0
182,680,5,0
324,261,5,0
182,359,5,0
61,380,5,0
0,427,5,0
332,745,5,0
124,508,1,0
25,751,5,0
82,126,5,0
290,83,3,0
280,247,3,0
260,703,1,0
139,601,5,0
90,140,5,0
310,552,5,0
1,398,5,0
17,586,5,0
78,703,1,0
376,215,5,0
277,769,5,0
164,106,1,0
291,433,4,0
149,40,3,0
366,548,5,0
373,223,5,0
153,698,1,0
1,534,5,0
310,144,5,0
270,595,1,0
247,318,5,0
83,161,5,0
6,523,1,0
220,249,5,0
147,213,5,0
3,764,2,0
176,689,1,0
194,5,1,0
344,63,5,0
283,780,3,0
383,368,1,0
40,582,1,0
82,208,5,0
16,499,5,0
109,593,1,0
35,95,2,0
65,698,2,0
389,402,2,0
380,243,1,0
28,387,4,0
263,327,5,0
25,26,5,0
188,739,5,0
382,748,1,0
238,677,4,0
202,490,5,0
183,316,1,0
65,236,5,0
376,16,5,0
69,174,5,0
210,117,5,0
232,799,5,0
380,473,1,0
57,365,5,0
1,787,5,0
156,123,5,0
54,316,5,0
311,750,1,0
60,517,4,0
60,609,3,0
66,555,5,0
78,542,3,0
350,190,2,0
387,687,5,0
42,724,1,0
173,490,5,0
219,708,5,0
109,703,1,0
382,114,3,0
376,536,5,0
211,662,5,0
103,298,5,0
325,544,1,0
203,382,2,0
333,307,4,0
149,260,5,0
136,5,1,0
20,783,1,0
237,338,5,0
74,675,1,0
280,460,2,0
225,749,5,0
13,508,2,0
324,380,5,0
150,619,5,0
99,471,5,0
307,164,5,0
124,126,1,0
14,109,5,0
128,601,5,0
316,374,5,0
290,179,3,0
17,86,5,0
158,708,4,0
28,133,1,0
319,382,5,0
332,26,5,0
121,358,5,0
71,748,1,0
353,249,5,0
344,229,5,0
0,520,5,0
167,262,3,0
97,122,1,0
2,21,2,0
112,342,5,0
192,436,4,0
142,207,5,0
382,462,1,0
305,397,5,0
27,355,5,0
300,642,3,0
290,608,1,0
303,156,1,0
66,663,5,0
320,773,4,0
17,490,5,0
126,597,5,0
126,89,5,0
249,310,5,0
373,692,4,0
353,539,4,0
36,304,5,0
41,449,1,0
274,469,1,0
176,432,1,0
0,233,5,0
33,677,3,0
301,357,4,0
162,328,2,0
56,311,1,0
229,756,2,0
95,362,3,0
307,47,5,0
217,595,1,0
323,391,2,0
301,766,2,0
312,164,5,0
51,21,1,0
1,797,5,0
324,758,5,0
14,260,5,0
173,284,5,0
278,381,5,0
32,539,2,0
61,655,5,0
109,589,4,0
87,374,1,0
280,781,1,0
258,426,4,0
60,423,5,0
40,98,5,0
300,777,3,0
153,96,1,0
131,380,5,0
318,479,5,0
191,86,5,0
216,357,5,0
93,719,5,0
340,363,2,0
320,725,3,0
216,648,4,0
275,525,2,0
294,177,4,0
380,467,1,0
259,298,4,0
153,682,1,0
369,616,5,0
254,630,5,0
18,430,5,0
111,797,4,0
193,523,5,0
301,362,2,0
12,162,5,0
164,617,1,0
206,560,5,0
62,305,3,0
247,512,5,0
105,610,4,0
242,11,1,0
392,710,5,0
161,525,1,0
232,754,5,0
68,115,5,0
233,259,5,0
134,500,5,0
156,374,5,0
185,350,5,0
82,779,5,0
331,236,4,0
123,698,2,0
242,54,2,0
333,430,5,0
51,682,1,0
229,57,1,0
80,671,5,0
374,562,5,0
145,137,4,0
191,586,5,0
394,141,5,0
111,391,4,0
146,355,5,0
313,735,1,0
69,774,5,0
265,66,1,0
182,427,5,0
246,778,4,0
225,271,5,0
364,30,4,0
63,386,5,0
321,612,5,0
122,62,5,0
322,115,5,0
381,233,5,0
1,374,5,0
1,795,5,0
353,9,5,0
294,738,4,0
151,764,1,0
335,251,5,0
95,435,5,0
378,335,2,0
172,465,1,0
129,21,1,0
157,46,1,0
128,271,5,0
188,518,5,0
10,569,5,0
307,211,5,0
210,635,5,0
264,154,5,0
287,127,5,0
224,486,5,0
239,331,1,0
385,442,1,0
78,758,5,0
265,649,2,0
328,67,3,0
291,355,5,0
