user,item,rating,demographic
570,424,5,0
231,420,1,0
518,20,5,0
385,432,2,0
123,690,2,0
343,630,5,0
801,29,5,0
522,689,5,0
7,272,5,0
80,142,1,0
596,432,4,0
861,694,3,0
421,298,3,0
252,418,5,0
975,421,5,0
264,652,1,0
14,75,5,0
628,1,4,0
993,780,3,0
227,2,5,0
136,488,4,0
349,576,5,0
151,445,3,0
308,587,1,0
61,439,4,0
440,725,1,0
119,156,1,0
89,264,3,0
301,192,5,0
394,54,1,0
764,233,5,0
159,6,5,0
48,182,1,0
149,546,3,0
124,97,5,0
289,523,5,0
571,738,1,0
36,553,5,0
372,731,5,0
123,54,1,0
256,152,3,0
694,87,5,0
261,599,3,0
373,390,1,0
538,519,5,0
432,11,1,0
34,463,5,0
246,326,1,0
908,63,3,0
343,643,5,0
323,330,5,0
608,156,2,0
802,771,5,0
928,289,4,0
833,380,5,0
722,442,1,0
518,219,5,0
189,320,1,0
396,80,5,0
225,583,1,0
39,661,5,0
872,391,1,0
619,655,5,0
359,157,1,0
641,757,5,0
9,222,5,0
488,344,5,0
992,474,5,0
780,486,5,0
432,495,3,0
855,431,1,0
562,415,4,0
338,540,5,0
742,130,5,0
486,6,5,0
624,603,5,0
62,169,2,0
552,157,1,0
604,492,5,0
65,47,5,0
286,630,5,0
753,267,5,0
252,147,5,0
812,694,4,0
914,298,5,0
954,98,5,0
171,785,5,0
504,260,5,0
112,16,5,0
949,474,5,0
708,97,5,0
537,179,3,0
841,373,5,0
396,297,5,0
748,115,5,0
734,775,1,0
498,538,5,0
750,372,5,0
242,703,1,0
964,397,5,0
242,409,1,0
802,73,5,0
230,400,5,0
174,284,5,0
506,748,1,0
376,748,1,0
694,284,5,0
557,205,2,0
462,362,1,0
106,577,1,0
627,284,5,0
72,554,5,0
26,0,5,0
86,243,1,0
394,43,2,0
321,343,2,0
376,129,2,0
655,764,3,0
106,722,1,0
340,335,3,0
305,627,5,0
731,22,2,0
5,434,1,0
891,706,5,0
442,681,5,0
77,251,5,0
691,559,5,0
673,229,5,0
938,9,5,0
713,149,1,0
388,754,5,0
636,252,5,0
587,36,2,0
409,70,2,0
969,672,5,0
234,359,5,0
912,572,5,0
729,663,5,0
559,552,5,0
242,343,4,0
728,622,5,0
270,177,4,0
640,59,2,0
268,222,5,0
45,72,5,0
942,282,5,0
942,483,5,0
702,526,5,0
500,385,3,0
767,471,5,0
305,225,5,0
267,412,3,0
375,680,5,0
268,233,5,0
995,786,5,0
578,383,1,0
888,421,5,0
273,690,4,0
659,483,5,0
929,66,2,0
192,717,5,0
806,63,4,0
76,146,4,0
731,395,2,0
177,383,1,0
488,290,5,0
492,680,5,0
639,261,5,0
375,359,5,0
435,380,5,0
193,427,5,0
439,745,5,0
687,508,1,0
293,751,5,0
136,126,5,0
598,703,1,0
784,601,5,0
576,140,5,0
372,337,2,0
379,552,5,0
742,398,5,0
427,586,5,0
835,703,1,0
321,480,1,0
28,215,5,0
888,769,5,0
685,243,1,0
651,106,1,0
388,433,4,0
26,40,3,0
169,63,4,0
181,548,5,0
694,223,5,0
149,335,3,0
366,493,2,0
418,698,1,0
466,642,1,0
255,394,4,0
241,534,5,0
893,144,5,0
713,595,1,0
70,377,5,0
74,318,5,0
322,161,5,0
872,585,3,0
667,523,1,0
524,249,5,0
361,213,5,0
506,764,2,0
468,443,3,0
327,689,1,0
591,5,1,0
30,63,5,0
79,385,3,0
322,780,3,0
425,582,1,0
334,208,5,0
380,120,3,0
977,499,5,0
303,593,1,0
731,95,2,0
652,698,2,0
590,243,1,0
686,387,4,0
908,395,1,0
812,226,5,0
629,327,5,0
173,196,1,0
301,26,5,0
257,739,5,0
204,748,1,0
809,677,4,0
886,375,3,0
691,490,5,0
617,316,1,0
537,236,5,0
312,145,3,0
379,16,5,0
198,43,4,0
316,174,5,0
442,117,5,0
937,799,5,0
179,634,1,0
326,473,1,0
203,106,1,0
118,365,5,0
2,787,5,0
441,123,5,0
142,316,5,0
657,750,1,0
628,299,5,0
23,629,2,0
628,335,4,0
146,609,3,0
81,320,3,0
408,555,5,0
693,542,3,0
767,37,3,0
495,424,5,0
248,190,2,0
443,687,5,0
414,724,1,0
174,108,4,0
835,187,4,0
748,490,5,0
450,708,5,0
303,703,1,0
204,114,3,0
379,536,5,0
233,662,5,0
562,688,4,0
589,305,4,0
689,544,1,0
464,382,2,0
130,307,4,0
954,260,5,0
5,5,1,0
100,783,1,0
255,14,4,0
472,338,5,0
161,480,1,0
909,675,1,0
190,749,5,0
464,629,2,0
300,380,5,0
514,238,5,0
974,619,5,0
659,471,5,0
369,164,5,0
647,126,1,0
52,109,5,0
400,601,5,0
245,374,5,0
15,179,3,0
566,418,5,0
135,86,5,0
370,708,4,0
192,133,1,0
979,382,5,0
969,26,5,0
842,358,5,0
437,748,1,0
393,249,5,0
770,546,3,0
832,229,5,0
504,520,5,0
145,262,3,0
260,21,2,0
920,342,5,0
630,452,4,0
729,336,5,0
855,462,1,0
502,397,5,0
488,355,5,0
766,28,2,0
13,642,3,0
619,608,1,0
94,156,1,0
408,663,5,0
385,773,4,0
135,490,5,0
123,148,3,0
333,597,5,0
138,89,5,0
615,310,5,0
289,692,4,0
715,539,4,0
744,304,5,0
195,449,1,0
801,761,3,0
376,469,1,0
885,432,1,0
234,233,5,0
752,677,3,0
386,357,4,0
41,328,2,0
552,311,1,0
369,47,5,0
129,595,1,0
90,28,1,0
696,766,2,0
718,164,5,0
586,21,1,0
742,797,5,0
833,758,5,0
697,260,5,0
353,284,5,0
551,381,5,0
243,655,5,0
466,589,4,0
158,374,1,0
942,80,5,0
711,781,1,0
85,426,4,0
621,423,5,0
821,564,3,0
880,30,4,0
297,373,3,0
228,98,5,0
589,777,3,0
166,96,1,0
255,380,5,0
699,479,5,0
378,86,5,0
381,357,5,0
203,61,1,0
188,719,5,0
763,363,2,0
381,648,4,0
731,525,2,0
149,177,4,0
315,467,1,0
85,298,4,0
334,276,5,0
284,682,1,0
194,616,5,0
566,630,5,0
767,430,5,0
880,797,4,0
78,523,5,0
514,758,5,0
93,162,5,0
500,617,1,0
484,560,5,0
232,512,5,0
566,276,5,0
108,610,4,0
376,11,1,0
738,710,5,0
207,525,1,0
802,754,5,0
424,115,5,0
126,259,5,0
988,500,5,0
441,374,5,0
736,350,5,0
23,585,2,0
334,779,5,0
40,236,4,0
815,698,2,0
886,630,5,0
888,452,5,0
919,430,5,0
141,57,1,0
180,671,5,0
868,364,1,0
123,570,2,0
842,562,5,0
10,137,4,0
833,586,5,0
483,141,5,0
136,391,4,0
494,355,5,0
99,198,2,0
341,679,5,0
207,735,1,0
259,774,5,0
380,66,1,0
988,427,5,0
765,385,3,0
587,778,4,0
183,271,5,0
83,632,5,0
121,30,4,0
402,386,5,0
230,612,5,0
675,481,5,0
536,62,5,0
204,129,1,0
788,115,5,0
63,233,5,0
742,374,5,0
335,163,4,0
654,725,3,0
492,500,5,0
54,535,2,0
289,795,5,0
