user,item,rating,demographic
124,420,1,0
8,432,2,0
103,630,5,0
18,29,5,0
95,689,5,0
53,142,1,0
157,432,4,0
71,694,3,0
16,298,3,0
52,421,5,0
98,652,1,0
66,75,5,0
56,1,4,0
135,2,5,0
45,488,4,0
20,576,5,0
29,439,4,0
123,156,1,0
40,264,3,0
11,192,5,0
98,54,1,0
149,233,5,0
72,6,5,0
97,182,1,0
182,97,5,0
71,523,5,0
117,738,1,0
139,553,5,0
192,731,5,0
119,152,3,0
160,87,5,0
14,599,3,0
197,390,1,0
18,519,5,0
157,11,1,0
131,463,5,0
101,326,1,0
26,63,3,0
103,643,5,0
52,156,2,0
166,771,5,0
143,289,4,0
55,380,5,0
157,442,1,0
167,219,5,0
190,320,1,0
153,80,5,0
97,583,1,0
50,661,5,0
50,391,1,0
99,655,5,0
39,757,5,0
132,222,5,0
72,344,5,0
153,474,5,0
51,486,5,0
98,431,1,0
75,540,5,0
56,130,5,0
70,6,5,0
79,603,5,0
2,169,2,0
163,157,1,0
47,492,5,0
111,47,5,0
85,147,5,0
5,298,5,0
72,98,5,0
121,785,5,0
21,260,5,0
51,474,5,0
153,97,5,0
92,297,5,0
153,148,5,0
142,115,5,0
143,775,1,0
109,538,5,0
155,484,3,0
94,372,5,0
176,703,1,0
35,397,5,0
120,409,1,0
95,400,5,0
66,284,5,0
124,748,1,0
120,748,1,0
160,284,5,0
157,577,1,0
21,0,5,0
186,243,1,0
98,43,2,0
67,764,3,0
120,722,1,0
164,627,5,0
35,22,2,0
91,434,1,0
93,706,5,0
84,681,5,0
12,251,5,0
86,559,5,0
131,229,5,0
13,149,1,0
30,754,5,0
72,252,5,0
11,672,5,0
4,359,5,0
93,572,5,0
146,663,5,0
112,552,5,0
196,622,5,0
67,177,4,0
128,59,2,0
84,222,5,0
31,72,5,0
132,282,5,0
132,483,5,0
179,526,5,0
124,385,3,0
56,471,5,0
3,225,5,0
4,680,5,0
24,233,5,0
13,383,1,0
10,421,5,0
84,483,5,0
8,66,2,0
26,63,4,0
67,648,4,0
175,395,2,0
60,383,1,0
111,290,5,0
189,680,5,0
168,261,5,0
149,359,5,0
172,380,5,0
151,427,5,0
167,745,5,0
188,508,1,0
11,751,5,0
45,126,5,0
109,601,5,0
187,140,5,0
192,337,2,0
63,552,5,0
56,398,5,0
168,586,5,0
8,703,1,0
109,215,5,0
10,769,5,0
68,243,1,0
186,106,1,0
93,433,4,0
149,63,4,0
75,548,5,0
160,223,5,0
172,644,3,0
42,698,1,0
168,394,4,0
41,534,5,0
63,144,5,0
184,595,1,0
61,377,5,0
21,318,5,0
133,161,5,0
65,249,5,0
132,213,5,0
147,443,3,0
117,689,1,0
2,268,2,0
137,5,1,0
123,368,1,0
45,208,5,0
196,499,5,0
176,593,1,0
163,698,2,0
155,243,1,0
172,387,4,0
28,327,5,0
55,196,1,0
11,26,5,0
190,739,5,0
27,748,1,0
128,677,4,0
86,490,5,0
77,316,1,0
163,236,5,0
85,16,5,0
121,174,5,0
84,117,5,0
30,799,5,0
156,634,1,0
155,473,1,0
79,365,5,0
56,787,5,0
146,123,5,0
175,316,5,0
62,517,4,0
56,299,5,0
92,320,3,0
85,555,5,0
61,280,1,0
94,687,5,0
73,724,1,0
142,490,5,0
12,708,5,0
195,536,5,0
20,662,5,0
134,298,5,0
157,305,4,0
199,544,1,0
24,307,4,0
72,260,5,0
42,783,1,0
28,338,5,0
176,480,1,0
172,675,1,0
113,749,5,0
149,380,5,0
23,238,5,0
109,619,5,0
55,471,5,0
34,164,5,0
188,126,1,0
140,109,5,0
173,374,5,0
18,179,3,0
41,708,4,0
192,133,1,0
129,382,5,0
158,358,5,0
60,264,5,0
23,249,5,0
135,229,5,0
151,520,5,0
18,262,3,0
57,21,2,0
65,342,5,0
53,748,1,0
169,452,4,0
10,207,5,0
85,336,5,0
53,462,1,0
24,397,5,0
72,355,5,0
99,608,1,0
85,663,5,0
84,490,5,0
87,89,5,0
28,89,5,0
119,310,5,0
167,304,5,0
100,449,1,0
120,469,1,0
183,432,1,0
4,233,5,0
8,357,4,0
150,328,2,0
57,311,1,0
61,756,2,0
26,362,3,0
133,47,5,0
127,595,1,0
117,28,1,0
102,164,5,0
45,226,4,0
186,21,1,0
41,797,5,0
43,758,5,0
140,260,5,0
142,284,5,0
70,381,5,0
156,539,2,0
18,655,5,0
143,589,4,0
9,374,1,0
138,781,1,0
57,426,4,0
165,423,5,0
149,564,3,0
111,98,5,0
157,777,3,0
91,96,1,0
168,380,5,0
161,479,5,0
125,357,5,0
44,719,5,0
50,363,2,0
35,525,2,0
155,467,1,0
197,298,4,0
50,575,4,0
91,682,1,0
141,616,5,0
12,630,5,0
52,430,5,0
163,275,3,0
5,402,3,0
45,797,4,0
1,523,5,0
67,362,2,0
168,758,5,0
103,162,5,0
27,617,1,0
70,560,5,0
21,512,5,0
51,610,4,0
120,11,1,0
139,710,5,0
8,525,1,0
121,754,5,0
114,115,5,0
189,500,5,0
141,374,5,0
175,350,5,0
77,585,2,0
150,779,5,0
172,236,4,0
185,698,2,0
120,54,2,0
114,430,5,0
5,682,1,0
61,57,1,0
167,671,5,0
144,562,5,0
55,586,5,0
72,141,5,0
45,391,4,0
102,355,5,0
66,679,5,0
68,735,1,0
121,774,5,0
192,66,1,0
189,427,5,0
84,778,4,0
113,271,5,0
146,30,4,0
131,386,5,0
95,612,5,0
130,481,5,0
170,62,5,0
27,129,1,0
15,115,5,0
146,374,5,0
117,210,2,0
21,572,5,0
7,163,4,0
84,500,5,0
56,795,5,0
100,759,1,0
43,9,5,0
135,738,4,0
53,764,1,0
155,725,3,0
85,251,5,0
38,435,5,0
137,465,1,0
91,21,1,0
182,46,1,0
107,271,5,0
190,518,5,0
133,211,5,0
84,635,5,0
153,154,5,0
112,127,5,0
92,486,5,0
156,331,1,0
137,442,1,0
8,758,5,0
1,401,4,0
29,67,3,0
185,355,5,0
132,759,1,0
176,187,3,0
50,677,5,0
40,649,1,0
131,184,5,0
23,598,5,0
120,543,1,0
172,331,3,0
149,586,5,0
52,110,5,0
174,647,5,0
106,556,1,0
146,293,5,0
164,212,5,0
46,311,1,0
195,555,5,0
54,287,3,0
131,391,3,0
172,166,5,0
146,251,5,0
15,366,5,0
191,635,5,0
60,596,1,0
53,341,1,0
33,588,5,0
35,24,5,0
23,518,5,0
177,405,5,0
84,284,5,0
26,28,4,0
65,518,5,0
149,681,5,0
85,215,5,0
26,462,2,0
64,660,2,0
77,363,1,0
130,137,4,0
65,521,5,0
66,715,5,0
