user,item,rating
83.0,583.0,2.0
90.0,97.0,2.0
97.0,3193.0,4.0
40.0,1628.0,1.0
46.0,116.0,5.0
95.0,1806.0,1.0
13.0,1528.0,1.0
17.0,1811.0,4.0
95.0,13.0,2.0
7.0,2264.0,4.0
7.0,1188.0,1.0
48.0,2418.0,4.0
73.0,3789.0,4.0
80.0,3776.0,2.0
70.0,886.0,1.0
26.0,2502.0,5.0
7.0,3707.0,4.0
77.0,274.0,1.0
77.0,1971.0,1.0
78.0,2752.0,5.0
89.0,289.0,3.0
68.0,2443.0,1.0
37.0,295.0,5.0
30.0,2767.0,5.0
87.0,2474.0,3.0
44.0,1280.0,2.0
89.0,1268.0,2.0
48.0,1848.0,5.0
62.0,2851.0,2.0
20.0,1369.0,5.0
42.0,1588.0,4.0
91.0,558.0,4.0
22.0,604.0,1.0
80.0,2078.0,1.0
21.0,2098.0,5.0
16.0,3015.0,2.0
98.0,40.0,4.0
90.0,2998.0,5.0
56.0,2649.0,3.0
68.0,1873.0,1.0
89.0,784.0,1.0
87.0,3407.0,1.0
95.0,1748.0,1.0
42.0,1642.0,4.0
95.0,1202.0,5.0
48.0,2646.0,5.0
68.0,2451.0,1.0
91.0,1274.0,5.0
33.0,3180.0,1.0
32.0,2075.0,5.0
88.0,240.0,5.0
88.0,2182.0,2.0
55.0,3292.0,5.0
85.0,2309.0,1.0
78.0,3135.0,5.0
87.0,3689.0,5.0
85.0,3575.0,3.0
57.0,391.0,4.0
44.0,454.0,2.0
13.0,161.0,2.0
51.0,526.0,2.0
80.0,3780.0,3.0
70.0,3936.0,1.0
48.0,396.0,4.0
7.0,2398.0,1.0
51.0,2897.0,1.0
17.0,1058.0,5.0
94.0,2097.0,5.0
35.0,627.0,5.0
34.0,1101.0,3.0
27.0,2960.0,5.0
73.0,1083.0,3.0
33.0,1097.0,1.0
44.0,1052.0,3.0
66.0,1822.0,4.0
40.0,515.0,3.0
53.0,661.0,5.0
62.0,770.0,5.0
97.0,2062.0,5.0
98.0,3073.0,2.0
13.0,491.0,1.0
22.0,3505.0,1.0
8.0,2444.0,5.0
95.0,3815.0,1.0
4.0,2120.0,1.0
79.0,63.0,2.0
40.0,3698.0,2.0
22.0,1865.0,2.0
89.0,2436.0,5.0
79.0,1243.0,5.0
73.0,447.0,4.0
8.0,2656.0,3.0
59.0,1385.0,1.0
95.0,1499.0,1.0
60.0,185.0,5.0
2.0,3304.0,5.0
56.0,1015.0,1.0
38.0,2615.0,1.0
70.0,3203.0,3.0
25.0,1586.0,3.0
2.0,2963.0,5.0
66.0,866.0,5.0
42.0,1430.0,4.0
85.0,3145.0,4.0
69.0,3428.0,5.0
32.0,3748.0,1.0
64.0,681.0,4.0
31.0,3995.0,1.0
60.0,3573.0,5.0
50.0,2122.0,3.0
48.0,2120.0,2.0
87.0,154.0,1.0
56.0,1504.0,2.0
41.0,3124.0,5.0
56.0,2839.0,3.0
65.0,2314.0,5.0
85.0,1783.0,5.0
33.0,1391.0,2.0
43.0,3300.0,5.0
3.0,3958.0,5.0
33.0,1777.0,2.0
22.0,1247.0,2.0
7.0,769.0,2.0
21.0,3937.0,5.0
81.0,1633.0,2.0
33.0,1888.0,1.0
73.0,791.0,4.0
33.0,845.0,1.0
7.0,259.0,3.0
80.0,658.0,3.0
25.0,2933.0,5.0
22.0,2638.0,3.0
71.0,3866.0,5.0
48.0,2177.0,5.0
81.0,261.0,4.0
81.0,3728.0,1.0
40.0,2213.0,3.0
80.0,3875.0,2.0
16.0,1042.0,1.0
73.0,3538.0,3.0
80.0,1005.0,4.0
95.0,2290.0,1.0
29.0,2137.0,2.0
63.0,671.0,1.0
15.0,3059.0,4.0
73.0,3522.0,4.0
28.0,1629.0,5.0
98.0,2804.0,2.0
55.0,1914.0,5.0
80.0,527.0,1.0
75.0,1754.0,5.0
14.0,3485.0,1.0
15.0,2312.0,4.0
68.0,2408.0,1.0
61.0,144.0,5.0
40.0,3539.0,3.0
85.0,1588.0,4.0
90.0,1591.0,3.0
78.0,2311.0,1.0
77.0,1752.0,1.0
60.0,401.0,5.0
63.0,3709.0,5.0
74.0,2914.0,5.0
48.0,2580.0,5.0
60.0,753.0,5.0
46.0,196.0,5.0
15.0,2269.0,4.0
71.0,1060.0,5.0
44.0,1911.0,2.0
77.0,1093.0,1.0
87.0,1691.0,2.0
34.0,2789.0,2.0
63.0,981.0,1.0
45.0,626.0,1.0
69.0,1063.0,5.0
20.0,1415.0,5.0
22.0,3312.0,3.0
58.0,973.0,2.0
22.0,2281.0,1.0
94.0,859.0,5.0
60.0,1997.0,4.0
77.0,1907.0,1.0
69.0,1014.0,3.0
50.0,2693.0,2.0
44.0,898.0,3.0
65.0,1596.0,5.0
22.0,2290.0,1.0
31.0,1616.0,1.0
15.0,1236.0,5.0
10.0,2744.0,3.0
54.0,91.0,5.0
34.0,1746.0,1.0
64.0,3042.0,5.0
78.0,2742.0,3.0
99.0,2406.0,4.0
41.0,3850.0,5.0
86.0,502.0,1.0
83.0,3466.0,1.0
60.0,1599.0,5.0
23.0,2401.0,1.0
44.0,3640.0,2.0
56.0,3595.0,2.0
46.0,2894.0,5.0
19.0,3075.0,5.0
45.0,3605.0,5.0
98.0,555.0,4.0
46.0,1875.0,5.0
36.0,3373.0,5.0
24.0,745.0,5.0
76.0,2034.0,5.0
83.0,1931.0,1.0
33.0,1034.0,1.0
85.0,2952.0,3.0
72.0,1517.0,5.0
25.0,694.0,4.0
63.0,3480.0,5.0
63.0,139.0,3.0
77.0,3638.0,4.0
23.0,1832.0,5.0
1.0,1414.0,3.0
15.0,2391.0,4.0
22.0,3327.0,2.0
41.0,2944.0,5.0
29.0,3349.0,1.0
14.0,2513.0,1.0
52.0,3633.0,5.0
74.0,3740.0,5.0
66.0,590.0,5.0
70.0,2092.0,1.0
91.0,2922.0,5.0
27.0,616.0,3.0
43.0,1936.0,5.0
44.0,888.0,5.0
34.0,1455.0,2.0
60.0,349.0,5.0
62.0,829.0,5.0
49.0,838.0,5.0
30.0,728.0,5.0
17.0,620.0,5.0
14.0,3109.0,2.0
54.0,315.0,1.0
19.0,2143.0,5.0
99.0,1991.0,5.0
58.0,1984.0,4.0
87.0,1805.0,3.0
15.0,2768.0,5.0
15.0,2544.0,3.0
98.0,3096.0,5.0
27.0,570.0,5.0
65.0,942.0,5.0
23.0,3648.0,4.0
48.0,1948.0,5.0
43.0,313.0,5.0
2.0,249.0,4.0
45.0,1443.0,5.0
99.0,905.0,5.0
33.0,2317.0,1.0
80.0,1777.0,2.0
10.0,3155.0,5.0
22.0,435.0,1.0
70.0,2849.0,2.0
7.0,3625.0,2.0
32.0,3345.0,4.0
87.0,3872.0,1.0
37.0,1064.0,5.0
36.0,2295.0,5.0
64.0,1988.0,4.0
0.0,2984.0,1.0
55.0,2663.0,5.0
55.0,1497.0,4.0
4.0,2210.0,5.0
14.0,2407.0,1.0
53.0,3362.0,5.0
68.0,746.0,2.0
85.0,1306.0,3.0
18.0,2332.0,5.0
50.0,1937.0,2.0
12.0,91.0,1.0
36.0,2014.0,4.0
44.0,1131.0,3.0
83.0,578.0,1.0
0.0,192.0,3.0
60.0,3009.0,1.0
30.0,1112.0,5.0
95.0,154.0,1.0
95.0,3275.0,1.0
95.0,1029.0,1.0
58.0,103.0,1.0
30.0,715.0,5.0
51.0,3065.0,1.0
42.0,3571.0,4.0
94.0,3620.0,5.0
40.0,138.0,1.0
8.0,2968.0,5.0
50.0,1628.0,2.0
34.0,2908.0,1.0
26.0,2857.0,5.0
68.0,2946.0,2.0
50.0,2561.0,2.0
86.0,882.0,4.0
56.0,1612.0,3.0
34.0,1937.0,1.0
73.0,1915.0,4.0
90.0,3160.0,5.0
92.0,1439.0,4.0
36.0,2112.0,4.0
86.0,2036.0,1.0
93.0,3660.0,5.0
4.0,98.0,3.0
70.0,113.0,1.0
99.0,2224.0,2.0
42.0,897.0,3.0
81.0,2085.0,1.0
40.0,1078.0,3.0
3.0,410.0,5.0
89.0,808.0,4.0
75.0,3130.0,5.0
31.0,3892.0,1.0
39.0,1388.0,1.0
0.0,2168.0,3.0
78.0,232.0,4.0
54.0,3151.0,5.0
68.0,435.0,1.0
87.0,69.0,2.0
93.0,1081.0,4.0
21.0,3469.0,4.0
81.0,2209.0,2.0
38.0,1744.0,1.0
14.0,501.0,1.0
64.0,1433.0,2.0
16.0,708.0,4.0
87.0,874.0,4.0
