user,item,rating,demographic
531,714,3,0
452,223,5,0
148,670,4,0
446,151,3,0
1358,287,5,0
281,574,4,0
875,791,5,0
79,505,3,0
1069,374,5,0
530,650,5,0
1135,474,5,0
1302,45,3,0
829,687,4,0
20,339,5,0
1351,557,4,0
1339,645,5,0
257,305,2,0
418,742,4,0
1254,140,5,0
310,150,5,0
1285,70,5,0
372,202,4,0
718,202,4,0
601,532,3,0
425,753,5,0
778,632,4,0
1210,602,5,0
461,405,5,0
960,410,4,0
936,354,4,0
1067,523,5,0
912,787,4,0
666,178,4,0
994,532,5,0
1148,161,3,0
1157,250,4,0
687,581,4,0
154,751,2,0
274,133,4,0
570,204,5,0
286,659,3,0
746,652,4,0
623,501,4,0
1242,535,5,0
708,429,3,0
575,361,5,0
582,740,3,0
77,784,4,0
545,251,4,0
1148,607,3,0
1122,128,5,0
734,135,5,0
1282,547,5,0
833,547,5,0
875,504,4,0
1226,765,4,0
533,390,4,0
1016,473,4,0
1023,596,5,0
120,139,4,0
308,17,2,0
829,471,5,0
276,772,3,0
443,295,3,0
243,734,5,0
474,378,4,0
1249,683,5,0
889,663,5,0
44,98,3,0
895,248,4,0
575,357,5,0
210,670,4,0
947,502,3,0
841,514,5,0
522,692,5,0
657,394,4,0
191,6,4,0
599,59,5,0
338,725,5,0
608,130,4,0
326,618,4,0
25,315,4,0
707,418,4,0
1241,572,5,0
686,400,4,0
147,787,4,0
469,353,3,0
800,555,4,0
123,298,5,0
398,714,3,0
981,387,5,0
978,731,5,0
1212,285,5,0
610,313,2,0
58,583,5,0
1201,378,5,0
0,317,5,0
185,221,4,0
423,174,4,0
420,505,3,0
651,224,3,0
1211,203,4,0
1110,518,4,0
66,456,3,0
417,432,5,0
1065,113,4,0
1368,742,4,0
109,302,5,0
319,64,3,0
1315,369,5,0
870,259,4,0
462,753,5,0
844,314,5,0
563,629,4,0
1181,473,5,0
1125,163,5,0
522,507,5,0
7,6,4,0
1062,464,4,0
996,570,3,0
77,436,5,0
1376,708,4,0
851,166,3,0
729,566,5,0
1324,100,4,0
339,721,5,0
184,138,3,0
450,680,4,0
269,736,5,0
510,494,4,0
876,19,5,0
267,353,3,0
652,344,2,0
883,293,3,0
1008,295,4,0
937,614,5,0
