user,item,rating,demographic
875,513,4,0
1267,137,4,0
414,222,4,0
665,497,4,0
771,657,4,0
863,602,4,0
1112,794,3,0
901,588,4,0
555,695,5,0
230,717,5,0
234,362,5,0
673,41,5,0
1062,972,4,0
172,955,5,0
1163,721,4,0
478,587,5,0
477,115,5,0
140,680,4,0
422,958,3,0
441,586,4,0
420,148,5,0
502,657,2,0
1275,419,5,0
544,87,3,0
51,302,4,0
1073,154,5,0
1251,972,4,0
447,484,5,0
532,713,3,0
324,784,4,0
1036,686,5,0
1127,332,3,0
1278,720,5,0
628,865,5,0
507,264,5,0
1266,678,4,0
203,633,5,0
324,162,4,0
1081,630,5,0
896,736,4,0
1086,961,4,0
768,505,5,0
387,912,4,0
766,273,3,0
997,703,4,0
1164,266,4,0
839,855,4,0
1049,573,2,0
1144,366,5,0
960,620,5,0
133,19,1,0
1193,987,5,0
156,640,5,0
146,287,5,0
483,187,3,0
1181,486,5,0
1175,568,5,0
1151,757,4,0
280,31,3,0
908,987,5,0
706,978,3,0
176,979,4,0
285,179,4,0
303,582,4,0
803,262,4,0
595,778,4,0
1388,190,5,0
385,312,4,0
956,976,5,0
580,698,3,0
943,37,5,0
1306,846,3,0
1250,517,4,0
1128,992,4,0
1280,863,4,0
1143,372,5,0
1098,525,3,0
252,628,3,0
614,556,5,0
154,705,5,0
1327,492,4,0
1037,12,5,0
1327,296,4,0
233,912,4,0
280,605,3,0
375,87,3,0
62,61,5,0
238,889,3,0
471,404,4,0
619,36,3,0
742,791,3,0
926,515,5,0
191,159,4,0
1083,674,5,0
1074,434,4,0
107,263,4,0
597,297,4,0
756,704,3,0
1065,633,3,0
883,790,4,0
148,473,3,0
643,984,4,0
1245,24,5,0
1378,671,4,0
524,536,4,0
170,517,5,0
683,14,5,0
452,882,5,0
123,666,4,0
364,323,3,0
1320,283,3,0
960,152,5,0
1390,255,5,0
311,227,5,0
378,899,3,0
944,300,5,0
898,754,3,0
94,309,4,0
1114,476,5,0
425,441,5,0
233,643,4,0
83,502,5,0
54,327,5,0
960,787,5,0
512,686,5,0
212,470,5,0
210,547,4,0
904,317,3,0
885,571,3,0
7,476,4,0
257,928,3,0
1052,231,3,0
