user,item,rating,demographic
465,40,5,0
534,594,5,0
127,18,4,0
246,558,2,0
493,292,5,0
574,798,5,0
370,330,5,0
320,533,4,0
265,241,4,0
496,405,5,0
602,248,5,0
428,252,3,0
613,488,4,0
160,373,3,0
116,695,5,0
547,793,5,0
488,50,4,0
345,772,4,0
108,456,4,0
275,208,5,0
670,4,2,0
369,333,4,0
288,703,1,0
662,296,4,0
141,402,4,0
68,310,3,0
668,376,3,0
484,370,5,0
381,639,4,0
221,222,5,0
444,770,5,0
226,795,5,0
666,313,4,0
485,89,2,0
135,697,4,0
369,169,5,0
514,163,4,0
371,423,4,0
19,743,3,0
22,542,4,0
55,93,4,0
363,267,3,0
101,736,5,0
638,74,4,0
673,603,3,0
541,16,4,0
640,479,4,0
197,351,4,0
434,318,5,0
237,502,5,0
585,594,5,0
386,355,4,0
294,672,5,0
171,530,5,0
192,23,3,0
628,10,4,0
325,177,3,0
335,215,5,0
86,731,5,0
168,727,3,0
25,149,3,0
496,0,5,0
17,587,5,0
666,292,5,0
236,588,3,0
421,436,4,0
63,463,4,0
579,651,4,0
463,181,3,0
403,29,4,0
242,379,3,0
390,548,5,0
67,546,4,0
7,513,5,0
649,462,4,0
158,786,5,0
130,226,4,0
385,511,2,0
423,93,5,0
152,198,4,0
226,275,5,0
230,281,4,0
322,476,5,0
562,681,3,0
89,471,4,0
283,222,5,0
697,72,3,0
310,231,4,0
1,43,4,0
439,679,5,0
197,146,4,0
610,331,4,0
667,97,5,0
197,500,4,0
167,565,4,0
693,710,4,0
266,312,5,0
214,649,4,0
337,521,5,0
462,799,5,0
273,375,5,0
351,170,2,0
340,207,5,0
234,672,5,0
85,500,4,0
281,112,5,0
189,456,4,0
564,335,5,0
222,379,5,0
372,662,4,0
46,553,4,0
549,492,3,0
182,559,5,0
369,423,5,0
275,371,5,0
373,588,3,0
299,252,4,0
696,607,5,0
454,590,4,0
468,768,4,0
575,321,4,0
695,767,5,0
97,366,4,0
262,265,5,0
483,172,5,0
32,84,5,0
212,535,5,0
173,631,5,0
284,322,4,0
472,455,5,0
521,489,4,0
28,623,4,0
670,114,3,0
454,18,4,0
39,410,4,0
692,449,5,0
50,665,5,0
590,713,5,0
210,414,4,0
241,158,5,0
296,400,3,0
687,642,4,0
245,94,4,0
442,591,5,0
625,639,4,0
579,141,4,0
54,378,4,0
426,218,4,0
368,490,4,0
687,270,4,0
434,436,4,0
572,609,5,0
601,149,4,0
233,577,3,0
568,168,3,0
281,196,5,0
22,426,5,0
271,140,3,0
656,583,4,0
17,431,5,0
7,285,4,0
506,459,4,0
554,111,2,0
41,444,5,0
498,347,5,0
219,273,4,0
223,136,3,0
696,607,4,0
688,565,4,0
609,51,3,0
369,423,4,0
187,609,4,0
372,339,4,0
214,221,4,0
656,391,4,0
571,159,4,0
266,282,5,0
453,250,2,0
696,472,5,0
610,221,4,0
282,677,5,0
472,389,5,0
160,370,3,0
517,432,3,0
306,463,5,0
650,649,4,0
493,374,4,0
560,226,4,0
295,783,4,0
617,683,5,0
386,456,4,0
423,428,5,0
404,54,4,0
253,141,4,0
639,640,3,0
110,452,5,0
294,238,5,0
578,64,5,0
16,484,3,0
57,793,4,0
260,382,4,0
476,526,3,0
356,113,2,0
255,623,4,0
659,522,5,0
14,581,5,0
18,534,3,0
644,710,5,0
433,385,5,0
5,754,4,0
287,49,5,0
153,28,3,0
660,544,5,0
429,445,5,0
145,514,5,0
556,635,2,0
475,631,5,0
