user,item,rating
25.0,229.0,7.0
78.0,288.0,3.0
5.0,1883.0,2.0
4.0,19.0,9.0
15.0,2844.0,10.0
91.0,1369.0,1.0
98.0,935.0,10.0
21.0,2192.0,1.0
95.0,2708.0,10.0
21.0,2048.0,1.0
66.0,3576.0,8.0
73.0,2977.0,10.0
18.0,3040.0,3.0
68.0,959.0,8.0
64.0,1276.0,6.0
72.0,3550.0,5.0
50.0,3443.0,5.0
93.0,25.0,8.0
64.0,3152.0,6.0
82.0,3777.0,5.0
76.0,3699.0,6.0
84.0,2056.0,9.0
2.0,908.0,10.0
96.0,2286.0,10.0
42.0,3898.0,9.0
81.0,2273.0,7.0
50.0,1484.0,4.0
71.0,3385.0,10.0
45.0,3215.0,5.0
0.0,2562.0,5.0
96.0,1865.0,10.0
82.0,596.0,6.0
30.0,2635.0,3.0
29.0,3624.0,10.0
30.0,3744.0,3.0
13.0,880.0,10.0
49.0,788.0,4.0
0.0,3979.0,7.0
60.0,2845.0,10.0
79.0,1259.0,7.0
28.0,636.0,8.0
8.0,3420.0,6.0
3.0,2487.0,10.0
58.0,1735.0,1.0
93.0,1769.0,9.0
25.0,3847.0,7.0
79.0,2605.0,6.0
79.0,2899.0,8.0
91.0,3021.0,1.0
6.0,145.0,6.0
44.0,1232.0,3.0
71.0,1296.0,10.0
72.0,1957.0,6.0
30.0,3232.0,1.0
56.0,1472.0,1.0
33.0,1370.0,10.0
87.0,3347.0,7.0
48.0,2950.0,10.0
3.0,846.0,10.0
42.0,585.0,8.0
89.0,3041.0,10.0
30.0,306.0,5.0
6.0,3480.0,10.0
77.0,2113.0,2.0
41.0,2658.0,10.0
32.0,2410.0,1.0
40.0,2600.0,10.0
82.0,2231.0,8.0
21.0,3451.0,1.0
7.0,1614.0,8.0
4.0,1658.0,10.0
33.0,861.0,10.0
41.0,1719.0,10.0
29.0,3110.0,9.0
64.0,2895.0,7.0
79.0,2607.0,7.0
27.0,2300.0,7.0
98.0,1672.0,10.0
9.0,279.0,10.0
44.0,1227.0,6.0
86.0,3793.0,3.0
1.0,376.0,1.0
42.0,2701.0,10.0
0.0,3850.0,10.0
64.0,3115.0,6.0
0.0,1578.0,1.0
64.0,3330.0,7.0
43.0,3251.0,10.0
87.0,1381.0,8.0
4.0,2458.0,10.0
50.0,2748.0,4.0
7.0,1519.0,7.0
13.0,311.0,9.0
26.0,2754.0,1.0
11.0,703.0,1.0
44.0,930.0,1.0
82.0,3976.0,7.0
42.0,3919.0,6.0
50.0,1680.0,3.0
28.0,2605.0,10.0
99.0,684.0,10.0
97.0,3151.0,10.0
29.0,2076.0,9.0
93.0,1520.0,3.0
12.0,1672.0,8.0
87.0,3347.0,9.0
41.0,3401.0,10.0
81.0,722.0,10.0
18.0,3243.0,1.0
82.0,1519.0,6.0
29.0,2710.0,6.0
15.0,283.0,10.0
89.0,736.0,10.0
45.0,3642.0,4.0
85.0,3232.0,1.0
86.0,1814.0,10.0
87.0,250.0,9.0
82.0,1285.0,7.0
60.0,37.0,10.0
7.0,385.0,8.0
82.0,3309.0,5.0
42.0,3299.0,10.0
66.0,2262.0,4.0
7.0,1551.0,8.0
25.0,947.0,4.0
80.0,2464.0,10.0
80.0,1170.0,10.0
64.0,2901.0,7.0
30.0,3523.0,4.0
60.0,3261.0,10.0
79.0,1705.0,9.0
25.0,3340.0,2.0
77.0,675.0,8.0
45.0,3760.0,5.0
18.0,766.0,2.0
91.0,2854.0,1.0
35.0,789.0,5.0
77.0,893.0,2.0
79.0,1021.0,10.0
68.0,1607.0,7.0
28.0,1222.0,7.0
99.0,1006.0,10.0
9.0,563.0,10.0
86.0,2697.0,8.0
10.0,33.0,10.0
72.0,3225.0,9.0
9.0,79.0,10.0
67.0,1174.0,10.0
81.0,208.0,7.0
33.0,3798.0,10.0
85.0,136.0,3.0
23.0,1825.0,6.0
7.0,2879.0,8.0
82.0,2041.0,7.0
7.0,2779.0,8.0
82.0,3777.0,6.0
7.0,3530.0,7.0
85.0,3132.0,2.0
37.0,2347.0,10.0
77.0,3616.0,6.0
25.0,759.0,6.0
56.0,2732.0,5.0
91.0,77.0,2.0
81.0,20.0,9.0
4.0,248.0,10.0
62.0,2727.0,10.0
43.0,2506.0,10.0
32.0,2228.0,1.0
81.0,1138.0,9.0
91.0,2178.0,1.0
41.0,515.0,10.0
5.0,2588.0,1.0
25.0,423.0,6.0
64.0,1311.0,5.0
50.0,1369.0,1.0
85.0,2004.0,1.0
47.0,2987.0,1.0
45.0,1088.0,2.0
24.0,196.0,10.0
29.0,3449.0,10.0
31.0,2368.0,4.0
42.0,2430.0,10.0
60.0,1788.0,10.0
33.0,2988.0,9.0
61.0,2704.0,10.0
53.0,3769.0,10.0
85.0,2457.0,2.0
5.0,3518.0,1.0
56.0,1239.0,1.0
92.0,2752.0,2.0
38.0,2208.0,5.0
30.0,1259.0,6.0
68.0,202.0,7.0
7.0,2912.0,6.0
42.0,1711.0,10.0
8.0,954.0,8.0
23.0,448.0,1.0
85.0,310.0,1.0
25.0,3361.0,7.0
76.0,733.0,6.0
30.0,1499.0,4.0
28.0,396.0,5.0
67.0,651.0,8.0
99.0,2694.0,6.0
7.0,289.0,7.0
56.0,2063.0,3.0
61.0,1636.0,9.0
84.0,1906.0,10.0
15.0,2774.0,10.0
24.0,3203.0,10.0
25.0,1117.0,3.0
64.0,607.0,5.0
64.0,192.0,6.0
66.0,2667.0,7.0
60.0,1305.0,10.0
21.0,3306.0,1.0
75.0,1193.0,6.0
78.0,2719.0,7.0
79.0,1477.0,5.0
66.0,3916.0,2.0
97.0,1068.0,10.0
29.0,2351.0,10.0
28.0,3816.0,8.0
33.0,2414.0,10.0
0.0,839.0,6.0
20.0,3665.0,10.0
61.0,1450.0,9.0
96.0,3542.0,10.0
61.0,3975.0,10.0
22.0,1884.0,10.0
96.0,1518.0,10.0
82.0,3738.0,5.0
92.0,1662.0,1.0
6.0,1129.0,10.0
87.0,2038.0,10.0
74.0,2136.0,10.0
70.0,660.0,10.0
1.0,2048.0,3.0
82.0,2240.0,7.0
22.0,881.0,10.0
0.0,706.0,2.0
30.0,3760.0,6.0
30.0,1066.0,3.0
87.0,1788.0,10.0
81.0,824.0,9.0
78.0,653.0,6.0
11.0,435.0,1.0
29.0,2499.0,10.0
67.0,1530.0,9.0
82.0,3040.0,4.0
21.0,2978.0,1.0
45.0,903.0,3.0
78.0,1115.0,7.0
49.0,1502.0,4.0
92.0,398.0,2.0
2.0,2011.0,10.0
81.0,2387.0,10.0
0.0,2063.0,1.0
72.0,531.0,6.0
33.0,152.0,10.0
0.0,2588.0,6.0
64.0,146.0,7.0
79.0,1282.0,6.0
78.0,806.0,6.0
85.0,2852.0,1.0
28.0,2652.0,7.0
78.0,1144.0,10.0
79.0,3946.0,6.0
71.0,1802.0,10.0
68.0,2069.0,10.0
68.0,149.0,6.0
2.0,421.0,10.0
86.0,1807.0,8.0
88.0,1456.0,10.0
68.0,3361.0,7.0
9.0,1026.0,10.0
77.0,2544.0,4.0
19.0,380.0,10.0
13.0,794.0,4.0
11.0,3063.0,1.0
77.0,3702.0,6.0
21.0,3475.0,5.0
4.0,625.0,10.0
